Museum,Specimen _Number,Species,Subspecies,Clade,Sex,Elevation,Body Mass (g),Body _Length _(mm),Head _Length _(mm),Bill Length (mm),Bill Width1 (mm),Bill Width2 (mm),Bill Width3 (mm),Bill Depth1 (mm),Bill Depth2 (mm),Bill Depth3 (mm),Proximal Bill Cross-Sectional_ Area (mm2),Mid-Length Bill Cross-Sectional Area (mm2),Distal Bill Cross-Sectional Area (mm2),Wing Length (mm),Primary 1 (mm),Primary 2 (mm),Primary 3 (mm),Primary 4 (mm),Primary 5 (mm),Primary 6 (mm),Primary 7 (mm),Primary 8 (mm),Primary 9 (mm),Width of Primary 1,Width of Primary 9,Tibiotarsus Width (mm),Tarsometatarsus Length (mm),Tarsometatarsus Width (mm),Digit 1 (mm),Digit 2 (mm),Digit 3 (mm),Digit 4 (mm),Ungual 1 (mm),Ungual 2 (mm),Ungual 3 (mm),Ungual 4 (mm),Central rectrix (mm),Lateral Retrices,Isometric Size Index,Wing Pointedness Index,Wing Convexity Index,Country,State/Province,Region,Locality,Preparation,Latitute (o South),Longitude (o West),Elevation1,Prin1 2,Prin2 2,Prin3 2,Prin4 2,Prin5 2,Species,Museum,Specimen_Number,D15N,D13C,Prct_Nitrogen,Prct_Carbon,C_N_Ratio, ?18O,Species,Museum,Specimen_Number,Isotope_Samp_ID,dDa,[H]a,,dDb,[H]b,Mean_dD
FMNH,254757,albidiventris,,Small,m,,,182,40.97,15.28,4.87,2.07,1.07,4.48,3.52,1.51,68.54201188,22.89090071,5.07587125,106.9,65.38,83.57,85.06,84.52,82.95,76.93,70.8,65.74,63.25,7.51,12.94,1.7,30.8,1.49,18.63,16.13,24.74,18.58,10.47,5.82,6.22,5.24,74.79,67.18,-0.727767548,1.09277006,1.123283867,Colombia,La Guajira,,"Paramo de Chiruqua, Sierra Nevada de Santa Marta",,10.867,73.717,4835,-0.194357096,-0.067931198,-0.497422789,-0.115312699,-0.229004009,,,,,,,,,,,,,,,,,,,
FMNH,372952,albidiventris,,Small,m,3800m,36.2,172,39.76,13.4,4.65,1.75,0.99,4.09,3.43,1.01,59.74837988,18.8574099,3.141278494,99.28,44.95,70.98,74.17,72.77,72.03,65.13,59.82,56.84,55.2,7.16,13.36,2.42,30.82,1.5,17.7,16.23,23.75,16.35,9.38,5.37,6.14,5.03,72.4,64.44,-1.019041706,1.854046086,2.597911447,Ecuador,Napo,,Quito-Baeza Rd,,-0.229,-78.524,3800,-1.173898676,-0.70289529,-0.958952642,1.530119107,-0.959454418,,,,,,,,,,,,,,,,,,,
LSUMZ,75196,albidiventris,,Small,M,,35,169,39.11,12.86,4.18,1.79,0.99,3.92,3.21,1.23,51.47688058,18.05127723,3.825517374,101.6,61.02,74.59,75.43,74.4,72.03,61.18,56.74,56.14,53.93,6.09,12.11,1.8,30.02,1.43,18.37,16.2,25.22,16.28,10.7,5.16,6.19,4.44,70.62,68.96,-0.962982258,0.480517992,1.11175995,Peru,Piura Dept.,,E side Pass on Huancabamba-Canchaque Rd.,Study Skin,,,2591,-1.721503373,0.621413249,0.12246873,0.010516974,-0.244274759,,,,,,,,,,,,,,,,,,,
LSUMZ,75197,albidiventris,,Small,M,,35,167,41.87,11.92,4.18,1.74,0.85,3.95,3.04,1.1,51.8708363,16.6177685,2.937389131,96.7,59.26,73.27,73.14,73.91,73.17,67.23,61.66,57.96,56.06,6.29,12.99,1.72,30.24,1.31,18.82,16.31,24.29,15.99,9.69,5.05,5.97,4.98,69.87,61.61,-0.935278756,0.996564499,0.831175961,Peru,Piura Dept.,,E side Pass on Huancabamba-Canchaque Rd.,Study Skin,,,2591,-1.931527688,-0.260519203,-0.615864062,-0.492634119,0.106194997,,,,,,,,,,,,,,,,,,,
LSUMZ,87731,albidiventris,,Small,M,,35,184,37.98,12.3,3.79,1.79,0.86,3.7,3,0.99,44.05455378,16.87035255,2.674751985,99.55,64.87,77.61,78.69,77.96,76.03,69.41,64.39,59.93,58.16,7.57,11.02,1.68,28.69,1.31,19.39,15.96,23.38,17.89,9.87,5.2,6.47,5.36,66.76,61.55,-0.850635206,0.736753726,0.756525469,Peru,Piura Dept./Cajamarca Dept. border,,"Cerro Chinguela, ca. 5 km NE Sapalache",Study Skin,,,3200,-2.035929756,0.544070637,-0.515050737,-0.744906416,0.338821953,,,,,,,,,,,,,,,,,,,
LSUMZ,97637,albidiventris,,Small,M,,32.5,178,37.39,12.29,3.74,1.82,0.92,3.71,3.1,0.94,43.59085471,17.72486575,2.716849327,92.72,51.72,63.13,65.06,63.74,57.2,51.45,49.96,48.45,47.02,6.31,11.11,1.59,28.67,1.25,18.52,15.95,23.9,15.18,9.57,5.45,6.98,5.41,64.72,55.34,-1.224757328,0.508479643,0.726658313,Peru,Piura Dept./Cajamarca Dept.,,"Cerro Chinguela, 5 km NE Sapalache",Study Skin,,,3050,-2.545802929,0.796861503,-0.510325088,-0.882722187,0.45457755,,,,,,,,,,,,,,,,,,,
LSUMZ,169792,albidiventris,,Small,F,,35,174,40.64,13.12,3.69,1.95,0.93,3.91,3.22,0.95,45.32658465,19.72606027,2.775597109,96.33,60.12,72.64,74.02,73.81,72.67,66.54,61.47,57.61,55.98,6.87,11.57,1.89,28.7,1.3,19.15,16.06,24.05,16.53,9.61,5.31,6.76,5.3,71.04,61.66,-0.937089318,0.912226075,0.775818694,Peru,Cajamarca Dept.,,"Quebrada Lanchal, ca. 8 km ESE Sallique",Study Skin,,,3800,-1.491779289,0.066874448,-0.540736021,-0.565595771,0.09554746,,,,,,,,,,,,,,,,,,,
NMNH,190427,albidiventris,,Small,Male,3000 m,,172,37.74,13.38,4.3,2,0.76,4.22,3.46,1.09,57.00734029,21.73982116,2.602495354,95,57.13,69.46,70.66,68.93,68.25,65.86,60.79,57.08,54.44,6.97,11.12,1.88,28.59,1.47,18.94,15.85,23.3,14,9.06,4.4,5.22,4.83,66.87,55.6,-0.997471409,1.107030103,0.339916936,Venezuela,,,San Antonio,,8.4,70.867,3000,-2.950634369,-0.586950586,-0.906351609,-1.070319221,0.835493387,het,NMNH,190427,7.947132000,-20.457036400,13.686016400,44.665515900,3.263587781,3.557206447,het,NMNH,190427,pat-N190427a,-70.4,5.26,het-N190427b,-69.9,5.17,-70.158
NMNH,190428,albidiventris,,Small,Male,3000 m,,170,41.98,14.5,4.34,2.28,0.89,4.33,3.83,1.52,59.03743746,27.43364369,4.249946542,98.26,59.02,72.84,73.53,72.45,71.27,67.37,62.33,58.55,56.6,6.42,9.68,1.92,29.02,1.39,19.04,16.59,23.44,16.23,9.39,4.46,5.51,5.12,70.84,66.18,-0.940462199,1.039610234,0.574072119,Venezuela,,,San Antonio,,8.4,70.867,3000,-1.394343821,-0.622480574,-0.464753903,-0.560743504,0.152829528,het,NMNH,190428,7.578906400,-21.156518200,13.718932300,44.672303100,3.256252172,3.46681846,het,NMNH,190428,het-N190428a,-73.5,5.80,het-N190428b,-78.3,5.18,-75.862
NMNH,236459,albidiventris,,Small,Male,,,156,37.6,12.51,4.39,1.9,0.85,3.46,3.05,0.79,47.71890745,18.20552943,2.109579467,96.17,62.75,74.26,74.26,73.65,72.66,65.55,60.93,56.58,55.11,7.1,9.95,1.69,31.26,1.13,17.84,14.89,21.71,13.96,8.1,4.61,4.99,4.29,66.42,57.6,-0.932004696,0.64220739,0.670426003,Ecuador,,,Pichincha Mountain,Skin: Whole,-0.165,-78.588,4000,-3.919683846,-0.806332165,-0.312155097,-0.404227211,0.148410332,alb,NMNH,236459,4.635076000,-21.220465200,13.836958500,45.149604600,3.262971743,5.0060984,alb,NMNH,236459,alb-N236459a,-105.5,5.28,albd-n236459b,-108.0,5.03,-106.732
NMNH,305188,albidiventris,,Small,Male,,,167,40.57,14,4.31,1.87,1.02,3.66,3.14,0.92,49.55736747,18.44680374,2.948070546,101.91,47.82,66.95,78.93,72.35,65.1,59.36,57.37,55.18,54.8,6.73,9.16,1.72,29,1.47,17.56,15.41,20.57,15.4,8.51,4.89,6.89,4.17,71.05,53.19,-1.058597751,1.339974635,2.132885497,Ecuador,,,Antisana,Skin: Whole,-2.892,-78.979,2507,-3.024974827,-0.285048213,-0.762031393,1.064880012,-0.468748723,alb,NMNH,305188,8.494040800,-21.569714200,13.564579900,44.520853400,3.282140231,6.6073064,alb,NMNH,305188,alb-N305188a,-94.3,6.50,albd-n305188b,-103.3,5.09,-98.795
NMNH,373141,albidiventris,,Small,Male,12000-13000 ft,,198,45.38,15.22,4.51,2.09,0.8,4.45,3.91,0.94,63.05019376,25.67278101,2.362477675,108.5,64.76,78.26,80.24,81.77,79.55,73.48,64.51,59.94,58.22,7.67,11.86,2.1,28.7,1.29,20.96,16.55,23.99,16.72,9.14,5.03,6.16,5.34,77.27,68.86,-0.816110344,0.827957313,1.333943373,Colombia,Boyaca,,"Paramo de Avero, 30 km N of Duitama",,5.8,73.033,3658,-0.295899349,0.134077362,0.074971168,0.421389722,-0.724751181,ore,NMNH,373141,9.337109600,-21.672029400,13.666053700,43.899550400,3.212306300,6.7614968,ore,NMNH,373141,ore-N373141a,-87.9,5.20,ore-n373141b,-77.1,4.87,-82.462
NMNH,387204,albidiventris,,Small,Female,11400-12000 ft,,197,43.95,15.17,4.56,2.41,0.83,4.55,3.8,0.63,65.18176438,28.77070552,1.642738799,101.98,58.04,73.74,74.57,74.67,73.28,67.84,61.61,57.66,54.66,7.81,12.16,1.8,27.29,1.71,20.46,16.26,24.17,17.45,10.01,5.39,6.96,5.32,72.45,61.56,-0.931751438,1.04006845,1.151480895,Colombia,Magdalena,,"Mamancanaca, Sierra Nevada de Santa Marta",,10.7,71.65,3475,-0.352050532,0.673728138,-0.545764528,-0.141549267,0.168217437,ore,NMNH,387204,11.951215200,-14.760834400,13.434218900,44.632601500,3.322307150,5.6297788,ore,NMNH,387204,ore-N387204a,-93.7,5.31,ore-n387204b,-93.9,5.03,-93.822
NMNH,387205,albidiventris,,Small,Female,11000-12000 ft,,181,43.58,15.12,4.71,2.25,0.84,4.78,3.84,0.62,70.72918868,27.14336053,1.636141454,97.89,60.27,74.61,76.29,76.14,73.82,68.29,63.39,59.08,57.41,7.71,9.03,1.66,28.75,1.5,20.22,15.49,24.23,15.6,10.03,5.61,6.22,4.89,73.84,65.14,-0.899610786,0.986581886,0.913641576,Colombia,,,"Mamancanaca, Jebunsamena Valley, Sierra Nevada de Santa Marta",,10.833,73.667,3353,-0.750725871,0.229790746,-0.448145735,-0.356561673,-0.092927877,ore,NMNH,387205,9.998533600,-20.630185200,13.480376600,44.156476900,3.275611521,6.9572,ore,NMNH,387205,ore-N387205a,-101.3,5.22,ore-n387205b,-98.1,4.89,-99.720
NMNH,387206,albidiventris,,Small,Male,10700-11250 ft,,184,43.43,14.44,4.28,2.14,0.98,4.7,3.92,0.74,63.19627782,26.35419245,2.278282992,108.41,63.13,78.45,77.34,77.59,75.72,69.7,62.84,58.37,53.7,7.44,11.59,1.79,30.86,1.52,20.19,16.99,24.95,17.15,9.06,5.68,7.34,5,74.7,65.38,-0.869012217,0.727010307,1.085731746,Colombia,,,"Mamancanaca, First Lake In Upper Valley, Sierra Nevada De Santa Marta",,10.833,73.667,3261,-0.083311722,0.188682783,-0.128136222,0.114795993,-0.219412588,ore,NMNH,387206,11.014362400,-13.945264200,13.707842500,43.928066800,3.204593779,7.7518736,ore,NMNH,387206,ore-N387206a,-106.8,5.20,ore-n387206b,-84.8,5.02,-95.802
NMNH,387207,albidiventris,,Small,Male,10950-11200 ft,,187,44.51,14.25,4.26,2.11,1.05,4.61,3.95,0.59,61.69648149,26.18360397,1.946216649,105.26,62.77,80.05,80.7,79.75,77.36,70.87,64.51,60.99,58.35,8.15,10.22,1.73,29.52,1.47,20.23,15.57,24.13,17.03,9.77,4.97,7.11,5.4,68.6,61.65,-0.830513173,0.859817921,1.202392053,Colombia,,,"Mamancanaca, Cucungaca Valley, First Three Lakes, Sierra Nevada De Santa Marta",,10.833,73.667,3338,-0.79584124,0.694434082,-0.458638646,-0.142796628,0.058897482,ore,NMNH,387207,9.687565600,-19.858886000,13.619718000,43.907851000,3.223844356,8.9676056,ore,NMNH,387207,ore-N387207a,-106.5,5.34,ore-n387207b,-88.1,4.97,-97.270
NMNH,387208,albidiventris,,Small,Female,11000-12000 ft,,189,45.07,15.7,4.61,2.26,0.89,4.55,3.62,0.66,65.89647671,25.70199782,1.845371525,104.65,59.19,73.35,73.28,73.47,72.69,66.17,60.14,57.04,55.6,7.61,11.15,1.88,28.54,1.61,20.94,16.05,24.6,17.88,9.89,5.31,6.31,5.3,73.17,66.62,-0.948860215,0.890823346,0.953147699,Colombia,,,"Mamancanaca, Jebunsamena Valley, Sierra Nevada de Santa Marta",,10.833,73.667,3353,-0.140821056,0.356252804,-0.240859699,-0.152454361,-0.007846288,ore,NMNH,387208,12.080538400,-16.473630200,13.694943700,43.982000800,3.211550318,8.2905516,ore,NMNH,387208,ore-N387208a,-99.4,4.93,ore-n387208b,-90.6,4.87,-95.027
NMNH,387209,albidiventris,,Small,Female,10950-11200 ft,,194,44.18,14.51,4.45,2.24,1.04,4.87,3.86,0.72,68.08302519,27.16346672,2.352424579,102.86,58.71,74.23,73.96,73.3,72.79,66.39,61.06,57.61,54.39,7.64,10.98,1.69,27.47,1.67,18.21,14.79,23.1,16.56,9.02,5.05,6.49,4.5,77.16,69.06,-0.940713242,0.943679203,0.948929142,Colombia,,,"Mamancanaca, Cucungaca Valley, First Three Lakes, Sierra Nevada De Santa Marta",,10.833,73.667,3338,-1.272753203,-0.687813486,-0.046137121,0.362611701,-0.270532676,ore,NMNH,387209,11.192058400,-17.328552400,13.529050000,44.040020700,3.255219007,7.8744352,ore,NMNH,387209,ore-N387209a,-85.9,5.17,ore-n387209b,-77.2,4.99,-81.526
NMNH,387210,albidiventris,,Small,Male,11000-12000 ft,,186,43.1,14.66,4.29,2.19,1.09,4.87,4.09,1.5,65.6350962,28.13955956,5.136503989,103.81,62.79,77.25,78.79,77.53,77.07,69.87,63.01,59.06,57.59,7.16,11.27,1.46,28.21,1.43,19.42,15.32,22.61,17.68,9.68,5.36,6.26,5.01,76.16,69.02,-0.862817109,0.807463075,1.154929539,Colombia,,,"Mamancanaca, Jebunsamena Valley, Sierra Nevada de Santa Marta",,10.833,73.667,3353,-0.960025949,0.193319517,-0.030638243,0.141377985,-0.456447278,ore,NMNH,387210,9.921532000,-19.608017000,13.402077900,44.161479000,3.295121796,5.31100209,ore,NMNH,387210,ore-N387210a,-75.1,5.01,ous-n387210b,-79.7,4.99,-77.359
NMNH,387211,albidiventris,,Small,Male,10700-11250 ft,,185,44.11,14.68,4.53,2.42,1.03,4.46,3.96,0.64,63.47210965,30.10651072,2.070937877,104.19,60.66,76.4,77.67,76.24,74.64,68.93,61.08,55.27,52.45,7.74,10.98,1.79,29.33,1.51,19.78,16.35,23.23,17.85,10.47,5.44,6.04,5.65,74.32,66.02,-0.907375444,0.707582704,1.588060488,Colombia,,,"Mamancanaca, First Lake In Upper Valley, Sierra Nevada De Santa Marta",,10.833,73.667,3261,-0.316344068,0.990910132,-0.028110774,0.390007788,-0.416397011,ore,NMNH,387211,10.687599200,-18.247421600,13.660778200,44.166209000,3.233066839,6.9067916,ore,NMNH,387211,ore-N387211a,-75.1,5.17,ore-n387211b,-84.4,5.01,-79.760
NMNH,387212,albidiventris,,Small,Male,11000-12000 ft,,187,43.17,15.3,4.49,2.18,0.82,4.47,4.04,1.25,63.05270704,27.66863482,3.22013247,105.04,59.29,75.99,77.1,76.42,75.5,68.71,62.43,58.53,56.1,7.2,11.05,1.63,28.93,1.25,20.67,16.55,24.79,16.93,9.71,5.63,6.99,4.65,76.63,67.91,-0.896144121,0.980561854,1.311600948,Colombia,,,"Mamancanaca, Jebunsamena Valley, Sierra Nevada de Santa Marta",,10.833,73.667,3353,-0.274901165,0.379527093,-0.298232069,0.106516404,-0.732641232,ore,NMNH,387212,12.272055200,-18.402862000,13.544664800,44.041329200,3.251562874,,ore,NMNH,387212,ore-N387212a,-81.4,3.25,ore-n387212b,-93.8,5.13,-87.583
NMNH,387213,albidiventris,,Small,Female,11400-12000 ft,,184,43.67,13.87,3.91,2.13,0.9,4.9,3.89,0.58,60.18977365,26.03029425,1.639911365,100.66,57.71,73.33,74.65,74.72,72.78,67.79,60.22,55.82,51.7,7.49,11.38,2.04,29.39,1.46,20.06,15.62,23.37,17.34,9.11,5.11,5.96,5.24,72.86,65.03,-0.946637347,0.947923151,1.434880083,Colombia,Magdalena,,"Mamancanaca, Sierra Nevada de Santa Marta",,10.7,72.65,3475,-0.975353013,0.05228526,-0.200057071,0.451357177,-0.347636394,ore,NMNH,387213,10.675752800,-18.152976800,13.711251900,44.053616300,3.212953611,11.2280764,ore,NMNH,387213,ore-N387213a,-88.7,5.28,ore-n387213b,-79.7,5.13,-84.199
,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ore,NMNH,387214,10.108112800,-19.098408600,13.768665900,44.419234600,3.226110280,6.590671189,ore,NMNH,387214,ore-N387214a,-79.2,5.13,ore-n387214b,-82.7,4.92,-80.967
NMNH,387215,albidiventris,,Small,Female,10950-11200 ft,,188,44.8,14.62,4.96,2.11,0.97,4.43,3.65,0.65,69.02958706,24.19497582,1.980774168,99.67,55.23,71.08,72.56,71.97,71.15,64.27,59.1,56.01,53.69,6.73,10.83,1.7,26.01,1.81,18.62,15.81,23.63,16.3,10.36,5.49,7.2,5.59,72.69,69.04,-0.992687974,1.069314119,1.241351812,Colombia,,,"Mamancanaca, Cucungaca Valley, First Three Lakes, Sierra Nevada De Santa Marta",,10.833,73.667,3338,-0.490000553,0.342057508,-0.382106941,0.172698362,-0.092656148,ore,NMNH,387215,9.902775200,-18.685212600,13.647142700,43.600004700,3.194808295,,ore,NMNH,387215,ore-N387215a,-71.7,5.34,ore-n387215b,-73.6,5.15,-72.661
NMNH,387216,albidiventris,,Small,Female,11400-12000 ft,,182,43.09,14.18,4.65,2.07,0.79,4.8,3.78,0.67,70.12034803,24.58170588,1.662844992,98.69,57.89,71.25,72.79,71.73,71.73,67.04,60.55,56.74,54.95,7.92,11.07,1.75,29.69,1.73,19.52,16.67,22.82,15.82,10.16,4.97,6.35,5.22,72.07,63.92,-0.965079404,1.03259303,0.879186504,Colombia,Magdalena,,"Mamancanaca, Sierra Nevada de Santa Marta",,10.7,73.65,3475,-0.910821818,0.123580216,-0.55920854,-0.378056347,0.348475786,ore,NMNH,387216,11.467487200,-19.507669400,13.571733200,43.726974900,3.221915304,6.23026686,ore,NMNH,387216,ore-N387216a,-92.9,5.11,ore-n387216b,-91.0,4.98,-91.956
NMNH,387219,albidiventris,,Small,Male,11350 ft,,189,44.21,15.24,4.41,2.44,0.79,4.05,3.42,0.82,56.11041559,26.21596238,2.035123721,103.88,60.37,75.36,74.88,73.98,72.71,66.49,59.74,54.68,49.69,7.35,12.45,1.85,28.36,1.35,19.51,16.88,24.45,17.38,8.83,5.17,6.23,4.56,74.62,69.91,-0.942958002,0.649342438,1.291569912,Colombia,,,"Rio Guatapuri, First Lake, Sierra Nevada De Santa Marta",,10.833,73.667,3459,-0.861234225,-0.103370527,0.251075219,0.628822699,-0.759992073,ore,NMNH,387219,9.637218400,-18.967563200,13.515140300,43.676702600,3.231686955,4.168552074,ore,NMNH,387219,ore-N387219a,-94.2,5.57,ore-n387219b,-95.2,5.00,-94.688
NMNH,387223,albidiventris,,Small,Male,11700 ft,,190,42.7,14.72,4.85,2.43,0.79,4.31,3.5,0.5,65.67028203,26.71924552,1.240929098,104.58,60.91,73.55,74.52,74.77,73.44,65.16,60.07,54.81,52.89,7.43,11.64,1.68,27.3,1.37,19.83,16.89,23.98,17.46,9.05,5.33,5.99,5.4,70.27,70.99,-0.945181023,0.66242946,1.205561525,Colombia,,,"Rio Guatapuri, Second Lake, Sierra Nevada De Santa Marta",,10.833,73.667,3566,-0.825449314,0.262512288,0.051959265,0.258974242,-0.490488279,ore,NMNH,387223,7.879015200,-20.442279400,13.601363600,44.100458900,3.242355708,5.02982,ore,NMNH,387223,ore-N387223a,-103.4,5.05,ore-n387223b,-104.3,4.85,-103.826
NMNH,387225,albidiventris,,Small,Male,10800-12500 ft,,183,43.71,14.41,4.89,2.49,1.17,4.67,4.13,0.77,71.74235232,32.30719637,2.830260822,105.73,61.42,76.96,78.46,75.48,73.66,67.86,62.83,54.59,52.43,7.31,12.36,2.3,28.11,1.66,19.93,16,24.72,16.63,9.54,4.93,6.75,5.38,72.83,64.66,-0.905640904,0.627433964,1.431251206,Colombia,,,"Rio Guatapuri, Left branch of river, Sierra Nevada de Santa Marta",,10.833,73.667,3292,-0.307688118,0.77759117,0.140145386,0.49453763,-0.153159206,ore,NMNH,387225,9.737912800,-18.004423000,13.370802600,43.926734400,3.285272823,6.8613252,ore,NMNH,387225,ore-N387225a,-97.0,5.04,ore-n387225b,-101.2,4.73,-99.089
NMNH,387226,albidiventris,,Small,Male,11350 ft,,183,42.42,14.1,4.2,2.12,1.02,4.8,3.97,1.11,63.3345079,26.44090041,3.556911202,101.07,61.77,77.62,76.74,75.96,69.83,64.5,57.43,55.23,52.15,7.04,12.45,1.78,28.11,1.36,18.88,15.21,23.1,15.93,10,5.06,5.46,4.98,73.44,66.87,-0.941785232,0.377274071,1.28355218,Colombia,,,"Camp Guatapuri, First Lake, Sierra Nevada De Santa Marta",,10.833,73.667,3459,-1.71020975,0.704077943,0.386637113,0.300051462,-0.47564741,ore,NMNH,387226,10.252244000,-16.940935200,13.542489700,44.290345400,3.270472888,5.761236,ore,NMNH,387226,ore-N387226a,-98.2,5.00,ore-n387226b,-90.4,4.91,-94.285
NMNH,608512,albidiventris,,Small,Male,4050 m,34,174,35.97,13,4.41,1.67,0.56,3.7,3.03,1.01,51.26136733,15.89677299,1.776884805,96.92,55.78,68.73,70.37,69.29,68.71,64.49,58.98,56.38,52.55,6.46,10.06,1.93,30.61,1.3,18.88,15.35,21.09,15.43,8.43,4.52,5.57,4.87,63.15,57.04,-1.015884876,1.111137858,0.651690328,Ecuador,Napo,,Papallacta Pass,Skin: Whole,-0.332,-78.203,4050,-3.288870012,-0.719582773,-0.933415037,-0.75654049,0.592146589,albd,NMNH,608512,7.176128800,-22.273131200,13.871265600,45.905594200,3.309402006,5.8116444,alb,NMNH,608512,alb-N608512a,-83.9,5.22,albd-n608512b,-97.1,5.09,-90.499
AMNH,137209,albiventris,,Small,male,"(11,000 ft.)",,183,39.44,15.88,3.57,1.61,1.03,3.61,2.59,0.9,40.48790364,13.10012721,2.91225639,93.28,57.08,71.98,72.18,71.65,70.9,66.56,61.27,56.54,54.59,7.05,10.66,1.6,27.58,1.46,18.01,13.84,21.13,15.01,7.53,4.74,6.07,5.02,67.27,66.38,-0.969813924,1.0627115,0.873897934,Bolivia,Cochabamba,,Cuchacancha,Skin: Whole; Alcoholic: Partial: trunk.,-11.819,76.426,3353,-3.244724325,-1.344795097,-0.376416435,0.20552804,-0.100832527,alb,AMNH,137209,7.678814400,-20.599863600,13.330902900,44.066207400,3.305568102,4.793067062,alb,AMNH,137209,alb-A137209a,-77.0,4.83,alb-a137209b,-81.4,5.09,-79.235
AMNH,137214,albiventris,,Small,male,"(11,000 ft.)",,177,40.93,16.15,3.48,1.68,0.93,3.74,3.21,1.3,40.88845671,16.94198086,3.798185518,101.3,56.49,73.45,74.91,73.34,71.82,61.94,57.8,55.19,53.01,6.99,11.36,1.95,27.37,1.5,18.96,14.65,22.9,14.35,8.46,4.65,5.8,4.83,72.66,65.15,-0.984350631,0.788593503,1.524961355,Bolivia,Cochabamba,,Cuchacancha,Skin: Whole,-11.819,76.426,3353,-2.647989495,-0.269546687,0.146566614,0.904950525,-0.560747169,alb,AMNH,137214,7.915003200,-21.372809200,13.113569600,43.536145800,3.319930967,1.755105875,alb,AMNH,137214,alb-A137214a,-81.7,5.34,alb-a137214b,-92.4,5.00,-87.036
AMNH,137216,albiventris,,Small,male,"(11,000 ft.)",,177,40.03,16.72,3.5,1.67,0.86,3.64,3.07,1.08,40.02389041,16.10663138,2.917911257,95.15,61.96,74.37,75.66,74.47,73.68,67.21,57.96,55.56,53.71,6.34,10.61,1.61,27.42,1.54,20.7,14.04,22.35,16.52,8.7,4.97,5.75,4.71,65.71,59.48,-0.935035918,0.586375505,1.242574685,Bolivia,Cochabamba,,Cuchacancha,Skin: Whole,-11.819,76.426,3353,-2.915029573,0.580352632,-0.041961344,0.218064774,0.053357682,alb,AMNH,137216,13.983854400,-20.941970900,13.287707500,43.806423700,3.296763095,3.375971808,alb,AMNH,137216,alb-A137216a,-80.6,5.02,alb-a137216b,-84.0,4.82,-82.289
AMNH,137218,albiventris,,Small,male,"(11,000 ft.)",,184,40.2,15.86,4,1.78,0.79,3.53,2.89,1.05,44.35928827,16.16098093,2.605951106,100.93,60.45,74.09,74.73,73.62,73.08,67.51,62.1,57.44,55.86,6.89,9.48,1.65,27.64,1.37,18.59,14.16,22.87,16.32,7.8,4.6,5.55,4.26,69.82,62.66,-0.925286272,0.882881603,0.829298937,Bolivia,Cochabamba,,Cuchacancha,Skin: Whole,-11.819,76.426,3353,-3.13481534,-1.055732449,-0.190983032,0.174316233,-0.139303375,alb,AMNH,137218,10.779292800,-20.572258400,13.461012800,43.850646500,3.257603804,2.988773759,alb,AMNH,137218,alb-A137218a,-97.5,5.04,alb-a137218b,-105.5,5.00,-101.511
,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alb,AMNH,137220,9.885578400,-20.591976400,13.497430900,43.890643700,3.251777618,3.482332985,alb,AMNH,137220,alb-A137220a,-91.0,5.49,alb-a137220b,-74.7,4.92,-82.819
AMNH,137222,albiventris,,Small,male,"(11,000 ft.)",,179,40.36,16.21,4.22,1.73,0.8,3.82,3.31,1.44,50.64373021,17.98970201,3.619114737,99.77,57.02,73.23,74.71,75.07,74.21,66.08,59.88,55.68,53.37,7.32,9.86,1.92,23.81,1.33,17.89,14.14,21.28,14.31,8.27,4.7,5.6,4.73,68.12,60.4,-0.951205686,0.957924727,1.60924432,Bolivia,Cochabamba,,Cuchacancha,Skin: Whole,-11.819,76.426,3353,-3.49692754,-0.272633251,-0.172917708,0.744261435,-0.554547382,alb,AMNH,137222,11.166602400,-19.910719500,13.589694700,44.375973600,3.265413578,3.776650221,alb,AMNH,137222,alb-A137222a,-76.7,5.17,alb-a137222b,-81.8,4.92,-79.249
AMNH,137225,albiventris,,Small,male,"(11,000 ft.)",,170,37,4.22,1.86,1.1,3.67,3.83,2.99,0.95,22.38007775,10.33269824,10.95316279,99.29,56.39,73.56,74,73.41,72.26,65.87,59.62,56.58,53.52,7.1,10.47,2.09,26.62,1.33,18.83,15.06,20.3,14.89,7.95,4.97,5.49,4.29,71.07,64.62,-0.962123718,1.001415363,1.344779805,Bolivia,Cochabamba,,Cuchacancha,Skin: Whole,-11.819,76.426,3353,-4.66195892,-0.607355304,-0.085827332,0.405375431,-0.209633287,alb,AMNH,137225,11.317723200,-19.722412600,13.426048000,44.266000600,3.297023860,-0.006894628,alb,AMNH,137225,alb-A137225a,-104.8,4.83,alb-a137225b,-97.4,4.83,-101.137
